place O -1 2
for O -1 -1
take-out B-ASP -1 -1
pizza I-ASP -1 -1
. O -1 -1

The O -1 -1
Pastrami B-ASP 2 2
sandwich I-ASP 2 2
was O -1 -1
like O -1 -1
buttah O -1 -1
and O -1 -1
with O -1 -1
pickles B-ASP -1 -1
and O -1 -1
an O -1 -1
icy O -1 -1
cold O -1 -1
beer B-ASP -1 -1
to O -1 -1
wash O -1 -1
it O -1 -1
down O -1 -1
, O -1 -1
it O -1 -1
was O -1 -1
a O -1 -1
pleasurable O -1 2
experience O -1 2
. O -1 -1

Only O -1 0
complaint O -1 0
would O -1 0
be O -1 -1
that O -1 -1
at O -1 -1
an O -1 -1
average O -1 -1
cost B-ASP -1 -1
of O -1 -1
$ O -1 -1
12- O -1 -1
$ O -1 -1
15 O -1 -1
per O -1 -1
meal B-ASP -1 -1
, O -1 -1
I O -1 -1
'd O -1 -1
like O -1 -1
not O -1 -1
to O -1 -1
have O -1 -1
to O -1 -1
worry O -1 0
about O -1 -1
finding O -1 -1
a O -1 -1
seat B-ASP 1 0
! O -1 -1

Service B-ASP 1 0
could O -1 0
be O -1 -1
improved O -1 0
but O -1 -1
overall O -1 -1
this O -1 -1
is O -1 -1
a O -1 -1
place O -1 -1
that O -1 -1
understands O -1 -1
the O -1 -1
importance O -1 -1
of O -1 -1
little O -1 -1
things O -1 -1
( O -1 -1
the O -1 -1
heavy O -1 -1
, O -1 -1
black O -1 -1
, O -1 -1
antique-seeming O -1 -1
teapot B-ASP -1 -1
, O -1 -1
for O -1 -1
one O -1 -1
) O -1 -1
in O -1 -1
the O -1 -1
restaurant O -1 -1
experience O -1 -1
. O -1 -1

Cuisine B-ASP -1 -1
is O -1 -1
billed B-ASP -1 -1
as O -1 -1
asian B-ASP 0 0
fusion I-ASP 0 0
- O -1 -1
does O -1 -1
n't O -1 0
meet O -1 0
the O -1 -1
bill B-ASP -1 -1
. O -1 -1

The O -1 -1
chicken B-ASP 0 2
and I-ASP 0 2
falafel I-ASP 0 2
platters I-ASP 0 2
were O -1 -1
nondescript O -1 2
combinations O -1 2
with O -1 -1
fresh B-ASP -1 -1
leaf I-ASP -1 -1
salad I-ASP -1 -1
. O -1 -1

The O -1 -1
food B-ASP -1 -1
is O -1 -1
yummy O -1 2
, O -1 -1
especially O -1 2
their O -1 -1
cooked-to-perfection O -1 2
mussels B-ASP 2 2
in I-ASP 2 2
spicy I-ASP 2 2
tomato I-ASP 2 2
sauce I-ASP 2 2
and O -1 -1
their O -1 -1
shoestring O -1 2
crispy O -1 2
fries B-ASP -1 -1
. O -1 -1

I O -1 2
got O -1 2
an O -1 -1
excellent O -1 2
piece O -1 2
of O -1 -1
cheesecake B-ASP -1 -1
and O -1 -1
we O -1 -1
had O -1 -1
several O -1 2
other O -1 -1
nice O -1 2
pastries B-ASP 2 2
. O -1 -1

However O -1 -1
, O -1 -1
their O -1 -1
popularity O -1 -1
has O -1 -1
yet O -1 1
to O -1 -1
slow O -1 1
down O -1 -1
, O -1 -1
and O -1 -1
I O -1 -1
still O -1 -1
find O -1 -1
myself O -1 -1
drawn O -1 -1
to O -1 -1
their O -1 -1
ambiance B-ASP 2 1
and O -1 -1
delectable O -1 -1
reputation O -1 -1
. O -1 -1

Never O -1 2
in O -1 -1
my O -1 -1
life O -1 2
did O -1 -1
I O -1 2
think O -1 2
that O -1 -1
I O -1 2
could O -1 2
be O -1 -1
satisfied O -1 2
both O -1 -1
in O -1 -1
taste B-ASP 2 2
and O -1 -1
in O -1 -1
quantity B-ASP -1 -1
for O -1 -1
$ O -1 -1
3.00 O -1 2
in O -1 -1
NYC O -1 2
. O -1 -1

Great O -1 2
food B-ASP -1 -1
( O -1 -1
spinach B-ASP -1 -1
and I-ASP -1 -1
corn I-ASP -1 -1
dumplings I-ASP -1 -1
and O -1 -1
massamman B-ASP -1 -1
curry I-ASP -1 -1
) O -1 -1
, O -1 -1
very O -1 -1
friendly O -1 -1
and O -1 -1
no O -1 -1
nonsense O -1 2
service B-ASP -1 -1
and O -1 -1
a O -1 -1
clean O -1 -1
and O -1 -1
funky O -1 2
bathroom B-ASP 2 2
. O -1 -1

The O -1 -1
Pastrami B-ASP -1 -1
sandwich I-ASP -1 -1
was O -1 -1
like O -1 -1
buttah O -1 -1
and O -1 -1
with O -1 -1
pickles B-ASP 2 2
and O -1 -1
an O -1 -1
icy O -1 -1
cold O -1 -1
beer B-ASP -1 -1
to O -1 -1
wash O -1 -1
it O -1 -1
down O -1 -1
, O -1 -1
it O -1 -1
was O -1 -1
a O -1 -1
pleasurable O -1 2
experience O -1 2
. O -1 -1

It O -1 -1
's O -1 -1
easy O -1 2
to O -1 -1
get O -1 -1
a O -1 -1
table B-ASP 2 2
for O -1 -1
a O -1 -1
large O -1 -1
group O -1 -1
and O -1 -1
you O -1 -1
do O -1 -1
n't O -1 -1
get O -1 -1
hustled O -1 -1
out O -1 -1
. O -1 -1

Looking O -1 -1
around O -1 -1
, O -1 -1
I O -1 -1
saw O -1 -1
a O -1 -1
room B-ASP -1 -1
full O -1 -1
of O -1 -1
New O -1 -1
Yorkers O -1 -1
enjoying O -1 2
a O -1 -1
real O -1 -1
meal B-ASP 2 2
in O -1 -1
a O -1 -1
real O -1 -1
restaurant O -1 -1
, O -1 -1
not O -1 -1
a O -1 -1
clubhouse B-ASP -1 -1
of O -1 -1
the O -1 -1
fabulous O -1 2
trying O -1 -1
to O -1 -1
be O -1 -1
seen O -1 -1
. O -1 -1

I O -1 2
look O -1 2
forward O -1 2
to O -1 -1
eating B-ASP 2 2
here O -1 -1
again O -1 -1

And O -1 -1
, O -1 -1
the O -1 -1
honey B-ASP 2 2
BBQ I-ASP 2 2
rib I-ASP 2 2
tips I-ASP 2 2
are O -1 -1
yummy O -1 2
! O -1 -1

Staff B-ASP 2 2
is O -1 -1
very O -1 -1
accomodating O -1 2
. O -1 -1

It O -1 -1
's O -1 -1
a O -1 -1
great O -1 2
place O -1 -1
to O -1 -1
pick O -1 -1
up O -1 -1
a O -1 -1
cheap O -1 2
lunch B-ASP -1 -1
or O -1 -1
dinner B-ASP 2 2
. O -1 -1

A O -1 -1
large O -1 -1
is O -1 -1
$ O -1 -1
20 O -1 -1
, O -1 -1
and O -1 -1
toppings B-ASP 0 0
are O -1 -1
about O -1 -1
$ O -1 -1
3 O -1 -1
each O -1 -1
. O -1 -1

That O -1 0
is O -1 -1
a O -1 -1
problem O -1 0
since O -1 -1
we O -1 -1
paid O -1 -1
about O -1 -1
20 O -1 -1
bucks O -1 -1
a O -1 -1
dish B-ASP 1 0
, O -1 -1
and O -1 -1
had O -1 -1
to O -1 -1
order O -1 -1
5 O -1 -1
dishes B-ASP -1 -1
to O -1 -1
get O -1 -1
a O -1 -1
decent O -1 -1
taste B-ASP -1 -1
. O -1 -1

both O -1 -1
are O -1 -1
very O -1 -1
reasonably O -1 2
priced B-ASP 2 2
( O -1 -1
around O -1 -1
$ O -1 -1
8 O -1 -1
for O -1 -1
dinner B-ASP -1 -1
and O -1 -1
$ O -1 -1
5 O -1 -1
for O -1 -1
lunch B-ASP -1 -1
) O -1 -1
, O -1 -1
and O -1 -1
are O -1 -1
delicious O -1 2
and O -1 -1
filling O -1 2
. O -1 -1

The O -1 -1
food B-ASP 2 2
was O -1 -1
authentic O -1 2
. O -1 -1

Really O -1 1
tasty O -1 1
spring B-ASP -1 -1
rolls I-ASP -1 -1
and O -1 -1
noodles B-ASP -1 -1
for O -1 -1
a O -1 -1
good O -1 1
price B-ASP 2 1
though O -1 -1
. O -1 -1

If O -1 -1
you O -1 -1
do O -1 -1
n't O -1 -1
mind O -1 -1
pre-sliced O -1 0
low O -1 0
quality O -1 0
fish B-ASP 1 0
, O -1 -1
unfriendly O -1 0
staff O -1 -1
and O -1 -1
a O -1 -1
sushi B-ASP -1 -1
chef I-ASP -1 -1
that O -1 -1
looks O -1 0
like O -1 0
he O -1 -1
is O -1 -1
miserable O -1 0
then O -1 -1
this O -1 -1
is O -1 -1
your O -1 -1
place O -1 -1
. O -1 -1

Great O -1 2
burgers B-ASP -1 -1
, O -1 -1
grilled B-ASP -1 -1
cheeses I-ASP -1 -1
and O -1 -1
french B-ASP 2 2
fries I-ASP 2 2
. O -1 -1

I O -1 2
grew O -1 2
up O -1 -1
on O -1 -1
these O -1 -1
bagels B-ASP 2 2
. O -1 -1

The O -1 -1
prices B-ASP -1 -1
can O -1 -1
not O -1 -1
be O -1 -1
beat O -1 2
for O -1 -1
the O -1 -1
quality B-ASP 2 2
, O -1 -1
quantity B-ASP -1 -1
, O -1 -1
freshness B-ASP -1 -1
and O -1 -1
taste B-ASP -1 -1
. O -1 -1

Food B-ASP 2 2
was O -1 -1
good O -1 2
and O -1 -1
the O -1 -1
view B-ASP -1 -1
of O -1 -1
the O -1 -1
new O -1 -1
york O -1 -1
city O -1 -1
skiline O -1 -1
was O -1 -1
terrific O -1 2
even O -1 2
on O -1 -1
a O -1 -1
foggy O -1 2
rainy O -1 -1
day O -1 -1
like O -1 -1
that O -1 -1
of O -1 -1
when O -1 -1
I O -1 -1
went O -1 -1
. O -1 -1

It O -1 -1
may O -1 2
be O -1 -1
a O -1 -1
bit O -1 -1
packed B-ASP -1 -1
on O -1 -1
weekends O -1 -1
, O -1 -1
but O -1 -1
the O -1 -1
vibe B-ASP 2 2
is O -1 -1
good O -1 -1
and O -1 -1
it O -1 -1
is O -1 -1
the O -1 -1
best O -1 -1
French B-ASP -1 -1
food I-ASP -1 -1
you O -1 -1
will O -1 -1
find O -1 -1
in O -1 -1
the O -1 -1
area O -1 -1
. O -1 -1

Considering O -1 -1
their O -1 -1
price B-ASP 1 0
of O -1 -1
$ O -1 -1
6.25 O -1 -1
for O -1 -1
lunch O -1 -1
special O -1 -1
, O -1 -1
the O -1 -1
dish B-ASP -1 -1
was O -1 -1
ridiculously O -1 0
small O -1 0
. O -1 -1

The O -1 -1
sushi B-ASP -1 -1
has O -1 -1
been O -1 -1
from O -1 -1
average O -1 0
to O -1 -1
below O -1 -1
average O -1 0
, O -1 -1
the O -1 -1
wait B-ASP 1 0
service I-ASP 1 0
has O -1 -1
always O -1 0
been O -1 -1
sub-par O -1 0
the O -1 -1
atmosphere O -1 -1
goes O -1 -1
from O -1 -1
nice O -1 0
to O -1 -1
really O -1 0
irritating O -1 0
( O -1 -1
if O -1 -1
you O -1 -1
sit O -1 -1
in O -1 -1
the O -1 -1
area B-ASP -1 -1
beyond O -1 -1
the O -1 -1
kitchen O -1 -1
, O -1 -1
the O -1 -1
acousitcs O -1 0
are O -1 -1
horrid O -1 0
, O -1 -1
everything O -1 0
echoes O -1 0
is O -1 -1
extremely O -1 0
loud O -1 0
) O -1 -1
. O -1 -1

They O -1 0
were O -1 -1
very O -1 -1
abrupt O -1 0
with O -1 -1
me O -1 -1
when O -1 -1
I O -1 0
called O -1 0
and O -1 -1
actually O -1 -1
claimed O -1 -1
the O -1 -1
food B-ASP 1 0
was O -1 -1
late O -1 -1
because O -1 -1
they O -1 -1
were O -1 -1
out O -1 -1
of O -1 -1
rice B-ASP -1 -1
. O -1 -1

Great O -1 -1
wine B-ASP -1 -1
selection I-ASP -1 -1
, O -1 -1
Gigondas B-ASP -1 -1
is O -1 -1
worth O -1 -1
the O -1 -1
price B-ASP 0 2
, O -1 -1
and O -1 -1
the O -1 -1
house B-ASP -1 -1
champagne I-ASP -1 -1
is O -1 -1
a O -1 -1
great O -1 -1
value O -1 -1
. O -1 -1

Fresh B-ASP -1 -1
veggies I-ASP -1 -1
, O -1 -1
all O -1 -1
sorts O -1 -1
of O -1 -1
middle B-ASP -1 -1
eastern I-ASP -1 -1
spreads I-ASP -1 -1
, O -1 -1
cheese B-ASP -1 -1
and O -1 -1
falafel B-ASP -1 -1
, O -1 -1
soup B-ASP -1 -1
, O -1 -1
fish B-ASP -1 -1
, O -1 -1
rice B-ASP -1 -1
, O -1 -1
root B-ASP -1 -1
vegetables I-ASP -1 -1
, O -1 -1
a O -1 -1
rice B-ASP -1 -1
medley O -1 -1
, O -1 -1
some O -1 -1
spinach B-ASP -1 -1
thing I-ASP -1 -1
, O -1 -1
lamb B-ASP -1 -1
kebabs I-ASP -1 -1
, O -1 -1
cheese B-ASP -1 -1
baclava O -1 -1
... O -1 -1
soooo O -1 2
much O -1 -1
fooood B-ASP 2 2
, O -1 -1
and O -1 -1
all O -1 -1
of O -1 -1
it O -1 -1
delicious O -1 2
. O -1 -1

Not O -1 -1
only O -1 -1
was O -1 -1
the O -1 -1
waiter B-ASP 2 2
efficient O -1 2
and O -1 -1
courteous O -1 -1
, O -1 -1
but O -1 -1
also O -1 -1
extremely O -1 -1
helpful O -1 2
. O -1 -1

The O -1 -1
staff B-ASP -1 -1
is O -1 -1
100 O -1 2
% O -1 -1
Italian O -1 2
and O -1 -1
the O -1 -1
food B-ASP 2 2
is O -1 -1
as O -1 -1
authentic O -1 2
as O -1 -1
it O -1 -1
gets O -1 2
. O -1 -1

Tried O -1 -1
the O -1 -1
pad B-ASP -1 -1
see I-ASP -1 -1
ew I-ASP -1 -1
on O -1 -1
the O -1 -1
recommendation O -1 -1
of O -1 -1
the O -1 -1
last O -1 -1
reviewer O -1 -1
since O -1 -1
it O -1 -1
's O -1 -1
one O -1 -1
of O -1 -1
my O -1 -1
favorite O -1 2
dishes B-ASP 2 2
. O -1 -1

If O -1 -1
you O -1 -1
want O -1 -1
some O -1 -1
roast B-ASP -1 -1
duck I-ASP -1 -1
, O -1 -1
pork B-ASP -1 -1
or O -1 -1
chicken B-ASP 2 0
on I-ASP 2 0
rice I-ASP 2 0
with I-ASP 2 0
ginger I-ASP 2 0
, O -1 -1
try O -1 -1
them O -1 -1
out O -1 -1
! O -1 -1

In O -1 -1
addition O -1 -1
to O -1 -1
great O -1 2
hot B-ASP -1 -1
dogs I-ASP -1 -1
, O -1 -1
DOTP O -1 -1
has O -1 -1
wonderful O -1 2
breakfast B-ASP -1 -1
sandwiches I-ASP -1 -1
that O -1 -1
feature O -1 -1
, O -1 -1
in O -1 -1
addition O -1 -1
to O -1 -1
great O -1 2
things O -1 2
like O -1 -1
tator B-ASP -1 -1
tots I-ASP -1 -1
and O -1 -1
English B-ASP -1 -1
muffins I-ASP -1 -1
, O -1 -1
a O -1 -1
delicious O -1 2
NJ-based O -1 -1
pork B-ASP -1 -1
product I-ASP -1 -1
know O -1 -1
to O -1 -1
us O -1 -1
Jersey O -1 -1
girls O -1 -1
and O -1 -1
boys O -1 -1
as O -1 -1
Taylor B-ASP 2 2
ham I-ASP 2 2
. O -1 -1

However O -1 -1
, O -1 -1
in O -1 -1
the O -1 -1
summer O -1 -1
of O -1 -1
2003 O -1 -1
, O -1 -1
it O -1 -1
seems O -1 -1
the O -1 -1
management B-ASP -1 -1
has O -1 -1
changed O -1 -1
and O -1 -1
the O -1 -1
great O -1 2
big O -1 -1
door B-ASP -1 -1
has O -1 -1
been O -1 -1
replaced O -1 -1
for O -1 -1
a O -1 -1
glass B-ASP 1 2
front I-ASP 1 2
ridding O -1 -1
itself O -1 -1
of O -1 -1
the O -1 -1
dark O -1 -1
romantic O -1 2
getup O -1 -1
. O -1 -1

The O -1 -1
service B-ASP -1 -1
, O -1 -1
however O -1 -1
, O -1 -1
is O -1 -1
a O -1 -1
peg O -1 0
or O -1 -1
two O -1 0
below O -1 -1
the O -1 -1
quality B-ASP -1 -1
of I-ASP -1 -1
food I-ASP -1 -1
( O -1 -1
horrible O -1 0
bartenders B-ASP 1 0
) O -1 -1
, O -1 -1
and O -1 -1
the O -1 -1
clientele B-ASP -1 -1
, O -1 -1
for O -1 -1
the O -1 -1
most O -1 -1
part O -1 0
, O -1 -1
are O -1 -1
rowdy O -1 0
, O -1 -1
loud-mouthed O -1 0
commuters O -1 -1
( O -1 -1
this O -1 -1
could O -1 0
explain O -1 0
the O -1 -1
bad O -1 0
attitudes O -1 0
from O -1 -1
the O -1 -1
staff B-ASP -1 -1
) O -1 -1
getting O -1 -1
loaded O -1 -1
for O -1 -1
an O -1 -1
AC/DC O -1 -1
concert O -1 -1
or O -1 -1
a O -1 -1
Knicks O -1 -1
game O -1 -1
. O -1 -1

But O -1 -1
the O -1 -1
main O -1 -1
hit O -1 -1
was O -1 -1
the O -1 -1
whole B-ASP 2 0
grilled I-ASP 2 0
fish I-ASP 2 0
. O -1 -1

I O -1 -1
only O -1 -1
tried O -1 -1
a O -1 -1
simple O -1 -1
dish B-ASP -1 -1
of O -1 -1
spinach B-ASP 2 2
ravioli I-ASP 2 2
in I-ASP 2 2
a I-ASP 2 2
light I-ASP 2 2
oil I-ASP 2 2
and I-ASP 2 2
garlic I-ASP 2 2
sauce I-ASP 2 2
, O -1 -1
but O -1 -1
it O -1 -1
actually O -1 2
faired O -1 2
better O -1 2
than O -1 -1
most O -1 -1
NYC O -1 -1
Italian O -1 -1
joints O -1 -1
I O -1 -1
've O -1 -1
tried O -1 -1
similar O -1 -1
dishes B-ASP -1 -1
at O -1 -1
. O -1 -1

After O -1 -1
the O -1 -1
main B-ASP -1 -1
course I-ASP -1 -1
came O -1 -1
, O -1 -1
we O -1 -1
did O -1 -1
n't O -1 0
see O -1 0
our O -1 -1
waiter B-ASP 1 0
for O -1 -1
at O -1 -1
least O -1 0
40 O -1 0
MINUTES O -1 0
! O -1 -1

The O -1 -1
hot B-ASP 1 0
dogs I-ASP 1 0
were O -1 -1
cold O -1 -1
in O -1 -1
the O -1 -1
middle O -1 -1
and O -1 -1
the O -1 -1
buns B-ASP -1 -1
were O -1 -1
stale O -1 0
. O -1 -1

The O -1 -1
food B-ASP -1 -1
is O -1 -1
very O -1 -1
good O -1 2
and O -1 -1
the O -1 -1
service B-ASP 2 2
is O -1 -1
great O -1 2
. O -1 -1

We O -1 -1
've O -1 -1
only O -1 -1
eaten O -1 -1
in O -1 -1
the O -1 -1
restaurant O -1 -1
once O -1 -1
, O -1 -1
but O -1 -1
we O -1 -1
have O -1 -1
ordered O -1 0
many O -1 0
times O -1 -1
for O -1 -1
dinner B-ASP 0 0
. O -1 -1

The O -1 -1
wine B-ASP 2 2
list I-ASP 2 2
is O -1 -1
excellent O -1 2
. O -1 -1

We O -1 -1
went O -1 -1
to O -1 -1
eat O -1 -1
at O -1 -1
the O -1 -1
Jekyll O -1 -1
and O -1 -1
Hyde O -1 -1
restaurant O -1 -1
on O -1 -1
Friday O -1 -1
night O -1 -1
and O -1 -1
really O -1 2
enjoyed O -1 2
the O -1 -1
fun O -1 2
atmosphere B-ASP 2 2
and O -1 -1
good O -1 2
food B-ASP -1 -1
. O -1 -1

Has O -1 -1
the O -1 -1
chef B-ASP -1 -1
and O -1 -1
owner B-ASP 0 0
changed O -1 -1
? O -1 -1
? O -1 -1
? O -1 -1

we O -1 -1
did O -1 -1
notice O -1 -1
however O -1 -1
, O -1 -1
that O -1 -1
some O -1 -1
tables O -1 -1
had O -1 -1
what O -1 -1
looked O -1 -1
like O -1 -1
pita B-ASP -1 -1
instead O -1 -1
of O -1 -1
naan B-ASP 1 0
. O -1 -1

The O -1 -1
freshest O -1 2
, O -1 -1
best O -1 2
variety B-ASP 2 2
, O -1 -1
and O -1 -1
the O -1 -1
fastest O -1 2
delivery B-ASP -1 -1
. O -1 -1

The O -1 -1
waiters B-ASP 1 0
were O -1 -1
not O -1 -1
attentive O -1 0
except O -1 -1
that O -1 -1
the O -1 -1
bill B-ASP -1 -1
turned O -1 -1
up O -1 -1
on O -1 -1
the O -1 -1
table O -1 -1
before O -1 -1
we O -1 -1
were O -1 -1
finished O -1 -1
. O -1 -1

Any O -1 -1
if O -1 -1
you O -1 -1
have O -1 -1
a O -1 -1
reservation B-ASP 2 0
you O -1 -1
'll O -1 0
wait O -1 0
for O -1 -1
max O -1 -1
5 O -1 -1
minutes O -1 -1
- O -1 -1
so O -1 -1
have O -1 -1
a O -1 -1
drink B-ASP -1 -1
at O -1 -1
the O -1 -1
bar B-ASP -1 -1
. O -1 -1

The O -1 -1
staff B-ASP -1 -1
is O -1 -1
unbelievably O -1 2
friendly O -1 2
, O -1 -1
and O -1 -1
I O -1 -1
dream O -1 -1
about O -1 -1
their O -1 -1
Saag B-ASP 2 2
gosht I-ASP 2 2
... O -1 -1
so O -1 -1
good O -1 2
. O -1 -1

Service B-ASP 2 2
is O -1 -1
excellent O -1 2
, O -1 -1
no O -1 -1
wait B-ASP -1 -1
, O -1 -1
and O -1 -1
you O -1 -1
get O -1 2
a O -1 -1
lot O -1 -1
for O -1 -1
the O -1 -1
price B-ASP -1 -1
. O -1 -1

now O -1 -1
if O -1 -1
they O -1 -1
could O -1 -1
only O -1 -1
get O -1 -1
a O -1 -1
toaster B-ASP 1 0
. O -1 -1

The O -1 -1
room B-ASP 2 2
is O -1 -1
a O -1 -1
gorgeous O -1 2
, O -1 -1
bi-level B-ASP -1 -1
space I-ASP -1 -1
and O -1 -1
the O -1 -1
long B-ASP -1 -1
bar I-ASP -1 -1
perfect O -1 2
for O -1 -1
a O -1 -1
drink B-ASP -1 -1
. O -1 -1

If O -1 -1
you O -1 -1
're O -1 -1
craving O -1 -1
some O -1 -1
serious O -1 -1
indian B-ASP -1 -1
food I-ASP -1 -1
and O -1 -1
desire O -1 2
a O -1 -1
cozy O -1 2
ambiance B-ASP 2 2
, O -1 -1
this O -1 -1
is O -1 -1
quite O -1 2
and O -1 -1
exquisite O -1 2
choice O -1 2
. O -1 -1

Quick O -1 2
and O -1 -1
friendly O -1 2
service B-ASP 2 2
. O -1 -1

The O -1 -1
service B-ASP 2 2
is O -1 -1
good O -1 2
and O -1 -1
ambience B-ASP -1 -1
is O -1 -1
good O -1 2
for O -1 -1
a O -1 -1
date O -1 2
or O -1 -1
group O -1 2
outing O -1 2
. O -1 -1

The O -1 -1
restuarant O -1 -1
itself O -1 -1
is O -1 -1
not O -1 -1
large O -1 0
, O -1 -1
but O -1 -1
seems O -1 -1
to O -1 -1
have O -1 -1
several O -1 -1
round B-ASP -1 -1
tables I-ASP -1 -1
to O -1 -1
accomodate O -1 -1
large O -1 0
groups O -1 -1
hoping O -1 -1
to O -1 -1
save O -1 -1
a O -1 -1
buck O -1 -1
to O -1 -1
eat O -1 -1
authentic O -1 0
Taiwanese B-ASP 2 0
. O -1 -1

good O -1 -1
selection B-ASP 2 2
of I-ASP 2 2
wines I-ASP 2 2
ranging O -1 -1
from O -1 -1
affordable O -1 -1
to O -1 -1
high O -1 -1
end O -1 -1
. O -1 -1

On O -1 -1
the O -1 -1
other O -1 -1
hand O -1 -1
, O -1 -1
if O -1 -1
you O -1 -1
are O -1 -1
not O -1 -1
fooled O -1 0
easily O -1 -1
, O -1 -1
you O -1 -1
will O -1 -1
find O -1 -1
hundreds O -1 -1
of O -1 -1
restaurants O -1 -1
that O -1 -1
will O -1 -1
give O -1 -1
you O -1 -1
service B-ASP -1 -1
and O -1 -1
ambiance B-ASP -1 -1
that O -1 -1
is O -1 -1
on O -1 -1
par O -1 -1
with O -1 -1
Alain O -1 -1
Ducasse O -1 -1
, O -1 -1
and O -1 -1
food B-ASP -1 -1
that O -1 -1
will O -1 -1
outshine O -1 0
in O -1 -1
presentaion B-ASP -1 -1
, O -1 -1
taste B-ASP -1 -1
, O -1 -1
choice B-ASP 1 0
, O -1 -1
quality B-ASP -1 -1
and O -1 -1
quantity B-ASP -1 -1
. O -1 -1

Be O -1 2
sure O -1 2
to O -1 -1
try O -1 2
the O -1 -1
Smoked B-ASP 2 2
Trout I-ASP 2 2
... O -1 -1
Lamb O -1 -1
Chops O -1 -1
, O -1 -1
Veal O -1 -1
Chops O -1 -1
, O -1 -1
Rabbit O -1 -1
, O -1 -1
the O -1 -1
potato O -1 -1
gratin O -1 -1
, O -1 -1
on O -1 -1
and O -1 -1
on O -1 -1
and O -1 -1
on O -1 -1
? O -1 -1

and O -1 -1
yes O -1 -1
Dal B-ASP 2 2
Bukhara I-ASP 2 2
is O -1 -1
so O -1 -1
dam O -1 2
good O -1 2
and O -1 -1
so O -1 -1
are O -1 -1
all O -1 -1
the O -1 -1
kababs B-ASP -1 -1
. O -1 -1

I O -1 2
got O -1 2
the O -1 -1
opportunity O -1 2
to O -1 -1
dine O -1 2
at O -1 -1
your O -1 -1
establishment O -1 2
again O -1 -1
a O -1 -1
few O -1 -1
weeks O -1 2
ago O -1 2
, O -1 -1
I O -1 2
was O -1 -1
in O -1 -1
your O -1 -1
upstrairs B-ASP 0 2
dining I-ASP 0 2
area I-ASP 0 2
. O -1 -1

Certainly O -1 2
not O -1 -1
the O -1 -1
best O -1 2
sushi O -1 -1
in O -1 -1
New O -1 -1
York O -1 -1
, O -1 -1
however O -1 -1
, O -1 -1
it O -1 -1
is O -1 -1
always O -1 2
fresh O -1 2
, O -1 -1
and O -1 -1
the O -1 -1
place B-ASP 2 2
is O -1 -1
very O -1 -1
clean O -1 -1
, O -1 -1
sterile O -1 -1
. O -1 -1

The O -1 -1
first O -1 -1
2 O -1 -1
courses B-ASP -1 -1
were O -1 -1
very O -1 -1
good O -1 2
, O -1 -1
but O -1 -1
the O -1 -1
chocolate B-ASP 1 2
sampler I-ASP 1 2
was O -1 -1
too O -1 -1
rich O -1 2
for O -1 -1
me O -1 -1
and O -1 -1
the O -1 -1
